Question_ID,Question,KC,label
608,"Question: The Sumata family took a five-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?
Solution: 1250 (miles)
Steps: 250*5=1250",4.NBT.B.5,25
496,"Question: Susie and her family woke up early on the first weekend of spring. They had a long list of activities for spring cleaning. Susie's mom prepared 74 carrot sticks for breakfast. If the carrots were served equally to 12 people, how many carrot sticks were left uneaten?
Solution: 2 (carrot sticks)
Steps: 74/12=6 r2",5.NBT.B.6,33
1594,"Question: An architect was building a hotel downtown. He bought 147 lamps to put in the rooms. If each room gets 7 lamps, how many rooms does the hotel have?
Solution: 21 (rooms)
Steps: 147/7=21",4.NBT.B.6,26
1875,"Question: Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?
Solution: 5 (dollars)
Steps: 2+3=5",K.OA.A.2,49
151,"Question: Mrs. Hilt bought 6 hot dogs. Each hot dog cost 50 cents. How much money did she pay for all of the hot dogs?
Solution: 300 (cents)
Steps: 6*50=300",3.NBT.A.3,14
2265,"Question: Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?
Solution: 4 (cases)
Steps: 45/12=3 r9",5.NBT.B.6,33
1760,"Question: For a potluck lunch Bianca brought nine bottles of soda. If someone else had already brought eight sodas, how many were there total?
Solution: 17 (sodas)
Steps: 9+8=17",1.OA.A.1,1
1957,"Question: On Monday Debby jogged 2 kilometers. On Tuesday she jogged 5 kilometers and on Wednesday she jogged 9. How many kilometers did she jog total?
Solution: 16 (kilometers)
Steps: 2+5+9=16",1.OA.A.2,2
127,"Question: Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give to Jeff?
Solution: 28 (cards)
Steps: 304-276=28",2.NBT.B.7,8
1136,"Question: Yoda Soda is the intergalactic party drink that will have all your friends saying, ""Mmmmmm, good this is!"" You are throwing a party, and you need 5 liters of Yoda Soda for every 12 guests. If you have 36 guests, how many liters of Yoda Soda do you need?
Solution: 15 (liters of Yoda Soda)
Steps: 12:5=36:15",6.RP.A.3,40
2286,"Question: Lawrence has 5504 marbles. If he shares them among 64 friends, how many marbles does each friend get?
Solution: 86 (marbles)
Steps: 5504/64=86",5.NBT.B.6,33
1335,"Question: The sides of scalene triangle are in the ratio 2:4:3 and its perimeter are 27 inches. Find the sides of the triangle.
Solution: 6 (inches); 12 (inches); 9 (inches)
Steps: 2x+4x+3x=27",3.MD.D.8,12
1335,"Question: The sides of scalene triangle are in the ratio 2:4:3 and its perimeter are 27 inches. Find the sides of the triangle.
Solution: 6 (inches); 12 (inches); 9 (inches)
Steps: 2x+4x+3x=27",6.RP.A.3,40
1335,"Question: The sides of scalene triangle are in the ratio 2:4:3 and its perimeter are 27 inches. Find the sides of the triangle.
Solution: 6 (inches); 12 (inches); 9 (inches)
Steps: 2x+4x+3x=27",6.EE.B.6,35
1421,"Question: A two digit number is four times the sum of its digits and twice the product of the digits. Find the number.
Solution: 36
Steps: x:The number of the tens digital; y:The number of the unit digital; 10x+y=4(x+y); 10x+y=2xy",8.EE.C.8,47
1591,"Question: Frank was reading through his favorite book. The book had 672 pages and it took Frank 2 days to finish the book. How many pages did he read per day?
Solution: 336 (pages)
Steps: 672/2=336",4.NBT.B.6,26
2164,"Question: There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?
Solution: 13 (people)
Steps: 10+3=13",1.OA.A.1,1
1188,"Question: At a party, the cheese pizza is cut into 6 slices and the veggie pizza is cut into 12 slices. If the host wants to serve identical platters that contain the same combination of cheese and veggie slices, with no slices left over, what is the greatest number of platters the host can prepare?
Solution: 6 (platters)
Steps: GCD(6,12)=6",6.NS.B.4,38
2019,"Question: Sarah's Shipping and Ryan's Mail Services both ship packages. Sarah's trucks will only carry loads of 18 packages. In contrast, Ryan's trucks will only carry loads of 11 packages. If both businesses ended up shipping the same number of packages this morning, what is the minimum number of packages each must have shipped?
Solution: 198 (packages)
Steps: LCM[18,11]=198",6.NS.B.4,38
1754,"Question: Tiffany was buying sodas for her and her friends. They needed nine sodas, but Tiffany bought seven extra. How many did she buy?
Solution: 16 (sodas)
Steps: 9+7=16",1.OA.A.1,1
1226,"Question: Gabe and Steven make money by walking neighborhood pets. During a conversation about their work, they realize that they are both walking the same total number of pets, even though Gabe walks pets in groups of 2 and Steven walks pets in groups of 10. What is the smallest total number of pets each could be walking?
Solution: 10 (pets)
Steps: LCM[2,10]=10",6.NS.B.4,38
1018,"Question: Connie saved up $39. She wants to buy a watch that costs $55. How much more money does Connie need?
Solution: 16 (dollars)
Steps: 55-39=16",2.OA.A.1,9
1855,"Question: Isabel had sixteen bottles of water. After a week she had seven left. How many did she drink?
Solution: 9 (bottles of water)
Steps: 16-7=9",1.OA.A.1,1
1252,"Question: Sharon has seven plums. Allan has 10 plums. What's the difference of the number of Sharon's plums and Allan's plums?
Solution: 3 (plums)
Steps: 10-7=3",K.OA.A.2,49
393,"Question: She wants to know how many children will go trick or treating in their village. If there are 6 children on each of the 9 blocks, how many children will go trick or treating in Annie's village?
Solution: 54 (children)
Steps: 6*9=54",3.OA.A.3,18
996,"Question: The Greene family went to the amusement park. They spent $45 on admission tickets. They spent $13 less than that on food. How much did the Greene family spend in all?
Solution: 77 (dollars)
Steps: 45+(45-13)=77",2.OA.A.1,9
312,"Question: Rob also compared the Empire State Building and the Petronas Towers. What is the height difference between the two if the Empire State Building is 443 m tall and the Petronas Towers is 452 m tall?
Solution: 9 (meters)
Steps: 452-443=9",2.NBT.B.7,8
1919,"Question: There were forty-eight people on the train. After the first stop there were thirty-one people left. How many people got off?
Solution: 17 (people)
Steps: 48-31=17",2.OA.A.1,9
1821,"Question: Amy was buying different soups. She bought 6 cans of chicken soup and 3 cans of tomato soup. How many soups did she buy?
Solution: 9 (soups)
Steps: 6+3=9",K.OA.A.2,49
429,"Question: Mark, Dean's friend, decided to go for a boat ride. If the ride costs $8.00 for every mile and they travelled for 40 miles, how much would the ride cost Mark?
Solution: 320 (dollars)
Steps: 8*40=320",3.NBT.A.3,14
69,"Question: Twenty-two boys went down the slide. Thirteen more boys went down the slide. How many boys went down the slide?
Solution: 35 (boys)
Steps: 22+13=35",2.OA.A.1,9
1659,"Question: A chess player played 44 games total. If he won 16 of the games, what is the ratio of games he lost to games he won?
Solution: 07:04:00
Steps: 44-16=28; 28:16=7:4",2.OA.A.1,9
1659,"Question: A chess player played 44 games total. If he won 16 of the games, what is the ratio of games he lost to games he won?
Solution: 07:04:00
Steps: 44-16=28; 28:16=7:4",6.RP.A.1,39
519,"Question: Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cards will she be able to make?
Solution: 6 (cards)
Steps: 26/4=6 r2",4.NBT.B.6,26
1451,"Question: The sum of two numbers is 35. Their difference is 13. Find the numbers.
Solution: 11; 24
Steps: x:One of the numbers; (35-x)-x=13",6.EE.B.6,35
1045,"Question: Marco and his dad went strawberry picking. Together their strawberries weighed 23 pounds. Marco's strawberries weighed 14 pounds. How much did his dad's strawberries weigh?
Solution: 9 (pounds)
Steps: 23-14=9",2.OA.A.1,9
2248,"Question: Adam earned 9 dollars for each lawn he mowed. If he had 12 lawns to mow, but forgot to mow 8 of them, how much money did he actually earn?
Solution: 36 (dollars)
Steps: (12-8)*9=36",3.OA.D.8,19
2072,"Question: At the movie theatre, they give out a free drink to every 75th customer and a free bag of popcorn to every 30th customer. On Monday 3,000 customers came to the theatre. How many people received both free items?
Solution: 20 (people)
Steps: LCM[75,30]=150; 3000/150=20",6.NS.B.4,38
2072,"Question: At the movie theatre, they give out a free drink to every 75th customer and a free bag of popcorn to every 30th customer. On Monday 3,000 customers came to the theatre. How many people received both free items?
Solution: 20 (people)
Steps: LCM[75,30]=150; 3000/150=20",6.NS.B.2,37
1854,"Question: Dave had sixteen apps on his phone. After deleting some, he had eight left. How many apps did he delete?
Solution: 8 (apps)
Steps: 16-8=8",1.OA.A.1,1
357,"Question: They also prepared some chips. If he prepared 350 grams of chips and his father prepared 268 grams, how much chips should his brother prepare if they are to have 800 grams of chips?
Solution: 182 (grams)
Steps: 800-(350+268)=182",2.NBT.B.7,8
947,"Question: Omar loves to play checkers. He played 37 games yesterday. He played 49 games today. Omar lost 18 games. How many games did he win?
Solution: 68 (games)
Steps: 37+49-18=68",2.OA.A.1,9
552,"Question: There were 150 book shelves. Each book shelf had 15 books. How many books were on the shelves?
Solution: 2250 (books)
Steps: 150*15=2250",5.NBT.B.5,32
2135,"Question: Mike collected seventy-one cans to recycle on Monday and twenty-seven more on Tuesday. How many cans did Mike collect all together?
Solution: 98 (cans)
Steps: 71+27=98",2.OA.A.1,9
38,"Question: Mrs. Hilt reads 5 books a day. How many books does she read in 3 days?
Solution: 15 (books)
Steps: 5+5+5=15",1.OA.A.2,2
1615,"Question: A bathroom had a length of 4 feet and a total area of 8 square feet. What is the width of the bathroom?
Solution: 2 (feet)
Steps: 8/4=2",4.MD.A.2,21
1041,"Question: A book has two chapters. The first chapter is 48 pages long. The second chapter is 46 pages long. How many pages does the book have altogether?
Solution: 94 (pages)
Steps: 48+46=94",2.OA.A.1,9
1120,"Question: A fence post in Tina's garden is 4 feet tall. When she measured the fence post's shadow, she found that it was 12 feet long. A tree in Tina's yard had a shadow of 72 feet. How tall is the tree?
Solution: 24 (feet)
Steps: 4:12=24:72",6.RP.A.3,40
479,"Question: A large bag of balls was kept under Haley's bed. Her mom placed the balls in bags for children in foster homes. If every bag can contain 4 balls and Haley has 36 balls, how many bags will be used?
Solution: 9 (bags)
Steps: 36/4=9",3.OA.A.3,18
1147,"Question: 17 students want lemonade and 11 students want iced tea. What is the ratio of the number of students who want iced tea to the number of students who want lemonade?
Solution: 11:17:00
Steps: 11:17=11:17",6.RP.A.1,39
961,"Question: Danny collects bottle caps. He found 18 bottle caps at the park. Now he has 55 bottle caps in his collection. How many bottle caps did Danny have at first?
Solution: 37 (bottle caps)
Steps: 55-18=37",2.OA.A.1,9
2223,"Question: A store had eighty-seven coloring books in stock. They ended up putting them on sale and getting rid of thirty-three of them. The put the ones they still had onto shelves with six on each shelf. How many shelves did they use?
Solution: 9 (shelves)
Steps: (87-33)/6=9",3.OA.D.8,19
1075,"Question: The flower shop displays a different number of roses in the front window every month. It displayed 108 roses in October, 120 roses in November, 132 roses in December, and 144 roses in January. If this pattern continues, how many roses will the flower shop window display in February?
Solution: 156 (roses)
Steps: 108, 120, 132, 144, 156",3.OA.D.9,20
991,"Question: Bridget wants to win the giant stuffed panda bear. She needs a total of 75 points to get it. Bridget already scored 35 points at the penny pitch booth. She scored 18 more points on her next try. How many more points does Bridget need?
Solution: 22 (points)
Steps: 75-35-18=22",2.OA.A.1,9
1528,"Question: A rectangular piece of metal is 16 centimeters wide and 19 centimeters long. What is its perimeter?
Solution: 70 (centimeters)
Steps: (16+19)*2=70",3.MD.D.8,12
1191,"Question: Laverne has 20 baseballs and 15 basketballs. If she wants to divide them into identical groups without any balls left over, what is the greatest number of groups Laverne can make?
Solution: 5 (groups)
Steps: GCD(20,15)=5",6.NS.B.4,38
220,"Question: If the all the participants found a total 40 eggs from the club house, 25 eggs from the park and 15 eggs from the town hall, how many Easter eggs were found that day?
Solution: 80 (Easter eggs)
Steps: 40+25+15=80",2.OA.A.1,9
1935,"Question: Isabel had ninety DS games. If she gave eighty-seven to her friend, how many would she have left?
Solution: 3 (DS games)
Steps: 90-87=3",2.OA.A.1,9
1616,"Question: Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?
Solution: 16 (square feet)
Steps: 4*4=16",4.MD.A.3,22
